Electricity.Timestep,Time,Sum [kWh],True Sum [kWh],True Sum [Wh]
102360,43902.08333,0.045991721,0.9,900
102420,43902.125,0.045575004,0.9,900
102480,43902.16667,0.042315369,0.9,900
102540,43902.20833,0.045173647,0.9,900
102600,43902.25,0.6792494,0.6792494,679.2494
102660,43902.29167,0.591575143,0.591575143,591.575143
102720,43902.33333,0.064116489,0.064116489,64.116489
102780,43902.375,0.040533654,0.040533654,40.533654
102840,43902.41667,0.044418018,0.044418018,44.418018
102900,43902.45833,0.045579992,0.045579992,45.579992
102960,43902.5,0.041592553,0.041592553,41.592553
103020,43902.54167,0.041651699,0.041651699,41.651699
103080,43902.58333,0.060680707,0.060680707,60.680707
103140,43902.625,0.05823775,0.05823775,58.23775
103200,43902.66667,0.042775124,0.042775124,42.775124
103260,43902.70833,0.778625251,0.778625251,778.625251
103320,43902.75,0.602486197,0.9,900
103380,43902.79167,0.485550804,0.9,900
103440,43902.83333,1.002832468,0.9,900
103500,43902.875,0.396283445,0.9,900
103560,43902.91667,1.061727661,0.9,900
103620,43902.95833,0.572364279,0.9,900
103680,43903,0.042088182,0.9,900
103740,43903.04167,0.044394453,0.9,900
103800,43903.08333,0.043391411,0.9,900
103860,43903.125,0.045371846,0.9,900
103920,43903.16667,0.045077498,0.9,900
103980,43903.20833,0.044433634,0.9,900
104040,43903.25,0.806205027,0.806205027,806.205027
104100,43903.29167,0.432016774,0.432016774,432.016774
104160,43903.33333,0.044127209,0.044127209,44.127209
104220,43903.375,0.043181421,0.043181421,43.181421
104280,43903.41667,0.043423691,0.043423691,43.423691
104340,43903.45833,0.042985231,0.042985231,42.985231
104400,43903.5,0.047513061,0.047513061,47.513061
104460,43903.54167,0.058954004,0.058954004,58.954004
104520,43903.58333,0.13928477,0.13928477,139.28477
104580,43903.625,0.1372914,0.1372914,137.2914
104640,43903.66667,0.052608853,0.052608853,52.608853
104700,43903.70833,1.098637364,1.098637364,1098.637364
104760,43903.75,0.362307166,0.9,900
104820,43903.79167,2.052789388,0.9,900
104880,43903.83333,0.339963667,0.9,900
104940,43903.875,0.705970911,0.9,900
105000,43903.91667,0.848615323,0.9,900
105060,43903.95833,0.086788688,0.9,900
105120,43904,0.042171487,0.9,900
105180,43904.04167,0.043045156,0.9,900
105240,43904.08333,0.042120135,0.9,900
105300,43904.125,0.044303073,0.9,900
105360,43904.16667,0.045577236,0.9,900
105420,43904.20833,0.043524886,0.9,900
105480,43904.25,0.370498286,0.370498286,370.498286
105540,43904.29167,0.654859595,0.654859595,654.859595
105600,43904.33333,1.62368333,1.62368333,1623.68333
105660,43904.375,0.672203961,0.672203961,672.203961
105720,43904.41667,0.271140673,0.271140673,271.140673
105780,43904.45833,1.602277689,1.602277689,1602.277689
105840,43904.5,0.338523002,0.338523002,338.523002
105900,43904.54167,2.391234118,2.391234118,2391.234118
105960,43904.58333,1.132062609,1.132062609,1132.062609
106020,43904.625,0.962406214,0.962406214,962.406214
106080,43904.66667,0.343242047,0.343242047,343.242047
106140,43904.70833,0.20464353,0.20464353,204.64353
106200,43904.75,0.294025473,0.9,900
106260,43904.79167,1.95817733,0.9,900
106320,43904.83333,0.260296618,0.9,900
106380,43904.875,0.643678181,0.9,900
106440,43904.91667,0.18644892,0.9,900
106500,43904.95833,0.059233332,0.9,900
106560,43905,0.042010633,0.9,900
106620,43905.04167,0.044460455,0.9,900
106680,43905.08333,0.045989448,0.9,900
106740,43905.125,0.043441259,0.9,900
106800,43905.16667,0.043384045,0.9,900
106860,43905.20833,0.043336569,0.9,900
106920,43905.25,0.043191904,0.043191904,43.191904
106980,43905.29167,0.49858854,0.49858854,498.58854
107040,43905.33333,0.16835203,0.16835203,168.35203
107100,43905.375,0.182926292,0.182926292,182.926292
107160,43905.41667,0.043205019,0.043205019,43.205019
107220,43905.45833,0.045072321,0.045072321,45.072321
107280,43905.5,0.939819228,0.939819228,939.819228
107340,43905.54167,1.051891974,1.051891974,1051.891974
107400,43905.58333,0.925084676,0.925084676,925.084676
107460,43905.625,0.092186797,0.092186797,92.186797
107520,43905.66667,0.059984608,0.059984608,59.984608
107580,43905.70833,0.075828655,0.075828655,75.828655
107640,43905.75,0.478255904,0.9,900
107700,43905.79167,0.681788618,0.9,900
107760,43905.83333,0.144279584,0.9,900
107820,43905.875,0.122452832,0.9,900
107880,43905.91667,0.128375042,0.9,900
107940,43905.95833,0.048791255,0.9,900
108000,43906,0.044615387,0.9,900
108060,43906.04167,0.043135293,0.9,900
108120,43906.08333,0.045728216,0.9,900
108180,43906.125,0.04537866,0.9,900
108240,43906.16667,0.042261698,0.9,900
108300,43906.20833,0.04195098,0.9,900
108360,43906.25,0.850725224,0.850725224,850.725224
108420,43906.29167,0.798911906,0.798911906,798.911906
108480,43906.33333,0.093887328,0.093887328,93.887328
108540,43906.375,0.048019857,0.048019857,48.019857
108600,43906.41667,0.041886102,0.041886102,41.886102
108660,43906.45833,0.044360573,0.044360573,44.360573
108720,43906.5,0.046778348,0.046778348,46.778348
108780,43906.54167,0.065783402,0.065783402,65.783402
108840,43906.58333,0.095857707,0.095857707,95.857707
108900,43906.625,0.079364162,0.079364162,79.364162
108960,43906.66667,0.047585888,0.047585888,47.585888
109020,43906.70833,0.056994384,0.056994384,56.994384
109080,43906.75,0.623706111,0.9,900
109140,43906.79167,2.223314716,0.9,900
109200,43906.83333,0.190802378,0.9,900
109260,43906.875,0.718202134,0.9,900
109320,43906.91667,0.16277791,0.9,900
109380,43906.95833,0.04890402,0.9,900
109440,43907,0.044647428,0.9,900
109500,43907.04167,0.045565784,0.9,900
109560,43907.08333,0.046339942,0.9,900
109620,43907.125,0.043920559,0.9,900
109680,43907.16667,0.043360797,0.9,900
109740,43907.20833,0.043284888,0.9,900
109800,43907.25,0.662078034,0.662078034,662.078034
109860,43907.29167,0.834484625,0.834484625,834.484625
109920,43907.33333,0.202137046,0.202137046,202.137046
109980,43907.375,0.04327889,0.04327889,43.27889
110040,43907.41667,0.042831218,0.042831218,42.831218
110100,43907.45833,0.044097545,0.044097545,44.097545
110160,43907.5,0.042959681,0.042959681,42.959681
110220,43907.54167,0.048301893,0.048301893,48.301893
110280,43907.58333,0.161011023,0.161011023,161.011023
110340,43907.625,0.172616056,0.172616056,172.616056
110400,43907.66667,0.092287794,0.092287794,92.287794
110460,43907.70833,0.111396708,0.111396708,111.396708
110520,43907.75,0.839369667,0.9,900
110580,43907.79167,0.872234028,0.9,900
110640,43907.83333,0.072322035,0.9,900
110700,43907.875,0.119757527,0.9,900
110760,43907.91667,0.078548563,0.9,900
110820,43907.95833,0.044480108,0.9,900
110880,43908,0.03367831,0.9,900
110940,43908.04167,0.045657331,0.9,900
111000,43908.08333,0.045720955,0.9,900
111060,43908.125,0.04531079,0.9,900
111120,43908.16667,0.043358229,0.9,900
111180,43908.20833,0.0418901,0.9,900
111240,43908.25,0.915543297,0.915543297,915.543297
111300,43908.29167,1.223431125,1.223431125,1223.431125
111360,43908.33333,0.050297364,0.050297364,50.297364
111420,43908.375,0.041736371,0.041736371,41.736371
111480,43908.41667,0.043029491,0.043029491,43.029491
111540,43908.45833,0.04293745,0.04293745,42.93745
111600,43908.5,0.044229225,0.044229225,44.229225
111660,43908.54167,0.044272808,0.044272808,44.272808
111720,43908.58333,0.048625806,0.048625806,48.625806
111780,43908.625,0.053358551,0.053358551,53.358551
111840,43908.66667,0.041768608,0.041768608,41.768608
111900,43908.70833,1.074288438,1.074288438,1074.288438
111960,43908.75,0.212899426,0.9,900
112020,43908.79167,1.072481391,0.9,900
112080,43908.83333,1.067196772,0.9,900
112140,43908.875,0.116638278,0.9,900
112200,43908.91667,0.695443897,0.9,900
112260,43908.95833,0.078043758,0.9,900
112320,43909,0.044473793,0.9,900
112380,43909.04167,0.044518585,0.9,900
112440,43909.08333,0.045302196,0.9,900
112500,43909.125,0.046897668,0.9,900
112560,43909.16667,0.043048032,0.9,900
112620,43909.20833,0.04337098,0.9,900
112680,43909.25,0.543607792,0.543607792,543.607792
112740,43909.29167,0.398371627,0.398371627,398.371627
112800,43909.33333,0.072807626,0.072807626,72.807626
112860,43909.375,0.053089122,0.053089122,53.089122
112920,43909.41667,0.044236377,0.044236377,44.236377
112980,43909.45833,0.044160509,0.044160509,44.160509
113040,43909.5,0.043003366,0.043003366,43.003366
113100,43909.54167,0.042885285,0.042885285,42.885285
113160,43909.58333,0.041228092,0.041228092,41.228092
113220,43909.625,0.041560691,0.041560691,41.560691
113280,43909.66667,0.539119879,0.539119879,539.119879
113340,43909.70833,0.203647416,0.203647416,203.647416
113400,43909.75,1.113771887,0.9,900
113460,43909.79167,0.717627194,0.9,900
113520,43909.83333,0.642361871,0.9,900
113580,43909.875,0.998597854,0.9,900
113640,43909.91667,0.729226727,0.9,900
113700,43909.95833,0.040577227,0.9,900
113760,43910,0.043174119,0.9,900
113820,43910.04167,0.043226422,0.9,900
113880,43910.08333,0.046716313,0.9,900
113940,43910.125,0.046849393,0.9,900
114000,43910.16667,0.04319729,0.9,900
114060,43910.20833,0.041889243,0.9,900
114120,43910.25,0.818721572,0.818721572,818.721572
114180,43910.29167,0.584156655,0.584156655,584.156655
114240,43910.33333,0.806929476,0.806929476,806.929476
114300,43910.375,0.168921548,0.168921548,168.921548
114360,43910.41667,0.075491365,0.075491365,75.491365
114420,43910.45833,0.043964878,0.043964878,43.964878
114480,43910.5,0.04162243,0.04162243,41.62243
114540,43910.54167,0.043070713,0.043070713,43.070713
114600,43910.58333,0.049614543,0.049614543,49.614543
114660,43910.625,0.06060967,0.06060967,60.60967
114720,43910.66667,0.05923486,0.05923486,59.23486
114780,43910.70833,0.109533343,0.109533343,109.533343
114840,43910.75,0.483065889,0.9,900
114900,43910.79167,1.485666585,0.9,900
114960,43910.83333,0.513462155,0.9,900
115020,43910.875,0.809004809,0.9,900
115080,43910.91667,1.715401933,0.9,900
115140,43910.95833,0.043194106,0.9,900
115200,43911,0.043346254,0.9,900
115260,43911.04167,0.043153099,0.9,900
115320,43911.08333,0.047572209,0.9,900
115380,43911.125,0.044697279,0.9,900
115440,43911.16667,0.043813851,0.9,900
115500,43911.20833,0.043215467,0.9,900
115560,43911.25,0.061279077,0.061279077,61.279077
115620,43911.29167,0.41858751,0.41858751,418.58751
115680,43911.33333,0.46943068,0.46943068,469.43068
115740,43911.375,0.890415398,0.890415398,890.415398
115800,43911.41667,0.784241927,0.784241927,784.241927
115860,43911.45833,2.261157819,2.261157819,2261.157819
115920,43911.5,0.272373975,0.272373975,272.373975
115980,43911.54167,0.557525465,0.557525465,557.525465
116040,43911.58333,2.271312314,2.271312314,2271.312314
116100,43911.625,0.842951115,0.842951115,842.951115
116160,43911.66667,0.101951202,0.101951202,101.951202
116220,43911.70833,0.200203045,0.200203045,200.203045
116280,43911.75,0.924074686,0.9,900
116340,43911.79167,0.932706747,0.9,900
116400,43911.83333,0.1298455,0.9,900
116460,43911.875,0.134367749,0.9,900
116520,43911.91667,0.108269607,0.9,900
116580,43911.95833,0.048673182,0.9,900
116640,43912,0.049450509,0.9,900
116700,43912.04167,0.044671922,0.9,900
116760,43912.08333,0.035510843,0.9,900
116820,43912.125,0.042929211,0.9,900
116880,43912.16667,0.048849438,0.9,900
116940,43912.20833,0.043733775,0.9,900
117000,43912.25,0.042546258,0.042546258,42.546258
117060,43912.29167,0.219069024,0.219069024,219.069024
117120,43912.33333,1.384803043,1.384803043,1384.803043
117180,43912.375,1.038798565,1.038798565,1038.798565
117240,43912.41667,2.039670703,2.039670703,2039.670703
117300,43912.45833,1.396552472,1.396552472,1396.552472
117360,43912.5,0.260354299,0.260354299,260.354299
117420,43912.54167,0.790999846,0.790999846,790.999846
117480,43912.58333,2.381672996,2.381672996,2381.672996
117540,43912.625,1.375371879,1.375371879,1375.371879
117600,43912.66667,0.881564542,0.881564542,881.564542
117660,43912.70833,0.33714061,0.33714061,337.14061
117720,43912.75,1.135733119,0.9,900
117780,43912.79167,0.570543355,0.9,900
117840,43912.83333,0.163947555,0.9,900
117900,43912.875,0.283588862,0.9,900
117960,43912.91667,0.101587607,0.9,900
118020,43912.95833,0.044572972,0.9,900
118080,43913,0.043223619,0.9,900
118140,43913.04167,0.044565203,0.9,900
118200,43913.08333,0.049094429,0.9,900
118260,43913.125,0.046454846,0.9,900
118320,43913.16667,0.039673451,0.9,900
118380,43913.20833,0.043180137,0.9,900
118440,43913.25,0.603320232,0.603320232,603.320232
118500,43913.29167,0.754589839,0.754589839,754.589839
118560,43913.33333,0.549351654,0.549351654,549.351654
118620,43913.375,0.045273804,0.045273804,45.273804
118680,43913.41667,0.044402912,0.044402912,44.402912
118740,43913.45833,0.042961332,0.042961332,42.961332
118800,43913.5,0.041797644,0.041797644,41.797644
118860,43913.54167,0.041592391,0.041592391,41.592391
118920,43913.58333,0.049827037,0.049827037,49.827037
118980,43913.625,0.052111706,0.052111706,52.111706
119040,43913.66667,0.092439635,0.092439635,92.439635
119100,43913.70833,0.499805192,0.499805192,499.805192
119160,43913.75,0.913975473,0.9,900
119220,43913.79167,0.851354165,0.9,900
119280,43913.83333,0.193065934,0.9,900
119340,43913.875,0.177672389,0.9,900
119400,43913.91667,0.129373752,0.9,900
119460,43913.95833,0.046340617,0.9,900
119520,43914,0.040578217,0.9,900
119580,43914.04167,0.040589874,0.9,900
119640,43914.08333,0.046060676,0.9,900
119700,43914.125,0.045738193,0.9,900
119760,43914.16667,0.043759498,0.9,900
119820,43914.20833,0.043624013,0.9,900
119880,43914.25,0.588143449,0.588143449,588.143449
119940,43914.29167,0.615617163,0.615617163,615.617163
120000,43914.33333,0.070569958,0.070569958,70.569958
120060,43914.375,0.041997218,0.041997218,41.997218
120120,43914.41667,0.044419516,0.044419516,44.419516
120180,43914.45833,0.041987302,0.041987302,41.987302
120240,43914.5,0.044271668,0.044271668,44.271668
120300,43914.54167,0.053190949,0.053190949,53.190949
120360,43914.58333,0.076409148,0.076409148,76.409148
120420,43914.625,0.07428263,0.07428263,74.28263
120480,43914.66667,0.735146375,0.735146375,735.146375
120540,43914.70833,0.761453332,0.761453332,761.453332
120600,43914.75,1.306379314,0.9,900
120660,43914.79167,0.675884539,0.9,900
120720,43914.83333,0.137050931,0.9,900
120780,43914.875,0.079030456,0.9,900
120840,43914.91667,0.098351823,0.9,900
120900,43914.95833,0.083188237,0.9,900
120960,43915,0.07676169,0.9,900
121020,43915.04167,0.078180218,0.9,900
121080,43915.08333,0.111631801,0.9,900
121140,43915.125,0.108816753,0.9,900
121200,43915.16667,0.116598895,0.9,900
121260,43915.20833,0.161625269,0.9,900
121320,43915.25,0.521038858,0.521038858,521.038858
121380,43915.29167,0.944129885,0.944129885,944.129885
121440,43915.33333,0.495983281,0.495983281,495.983281
121500,43915.375,0.289241396,0.289241396,289.241396
121560,43915.41667,0.72984466,0.72984466,729.84466
121620,43915.45833,0.346228306,0.346228306,346.228306
121680,43915.5,0.181141215,0.181141215,181.141215
121740,43915.54167,1.03256766,1.03256766,1032.56766
121800,43915.58333,0.974332414,0.974332414,974.332414
121860,43915.625,0.521026356,0.521026356,521.026356
121920,43915.66667,2.368167794,2.368167794,2368.167794
121980,43915.70833,0.910914802,0.910914802,910.914802
122040,43915.75,0.174093146,0.9,900
122100,43915.79167,0.17229668,0.9,900
122160,43915.83333,0.113688808,0.9,900
122220,43915.875,0.895963597,0.9,900
122280,43915.91667,0.537876975,0.9,900
122340,43915.95833,0.057391379,0.9,900
122400,43916,0.044511222,0.9,900
122460,43916.04167,0.045059762,0.9,900
122520,43916.08333,0.042443911,0.9,900
122580,43916.125,0.047337755,0.9,900
122640,43916.16667,0.043777006,0.9,900
122700,43916.20833,0.043293614,0.9,900
122760,43916.25,0.684357631,0.684357631,684.357631
122820,43916.29167,0.589648372,0.589648372,589.648372
122880,43916.33333,0.083579552,0.083579552,83.579552
122940,43916.375,0.041357611,0.041357611,41.357611
123000,43916.41667,0.043586261,0.043586261,43.586261
123060,43916.45833,0.044284996,0.044284996,44.284996
123120,43916.5,0.041751317,0.041751317,41.751317
123180,43916.54167,0.04168832,0.04168832,41.68832
123240,43916.58333,0.056411413,0.056411413,56.411413
123300,43916.625,0.155777033,0.155777033,155.777033
123360,43916.66667,0.116195504,0.116195504,116.195504
123420,43916.70833,0.051844781,0.051844781,51.844781
123480,43916.75,2.004061625,0.9,900
123540,43916.79167,2.028497021,0.9,900
123600,43916.83333,0.676383678,0.9,900
123660,43916.875,0.51280436,0.9,900
123720,43916.91667,0.133385202,0.9,900
123780,43916.95833,0.072526708,0.9,900
123840,43917,0.042071062,0.9,900
123900,43917.04167,0.043422507,0.9,900
123960,43917.08333,0.043237468,0.9,900
124020,43917.125,0.047644134,0.9,900
124080,43917.16667,0.043089701,0.9,900
124140,43917.20833,0.046187006,0.9,900
124200,43917.25,1.071445584,1.071445584,1071.445584
124260,43917.29167,0.3349124,0.3349124,334.9124
124320,43917.33333,0.054368135,0.054368135,54.368135
124380,43917.375,0.037789886,0.037789886,37.789886
124440,43917.41667,0.039521832,0.039521832,39.521832
124500,43917.45833,0.047151117,0.047151117,47.151117
124560,43917.5,0.044215252,0.044215252,44.215252
124620,43917.54167,0.042882856,0.042882856,42.882856
124680,43917.58333,0.086577118,0.086577118,86.577118
124740,43917.625,0.06231926,0.06231926,62.31926
124800,43917.66667,0.928809502,0.928809502,928.809502
124860,43917.70833,0.777215508,0.777215508,777.215508
124920,43917.75,1.103629679,0.9,900
124980,43917.79167,1.002741686,0.9,900
125040,43917.83333,1.998302629,0.9,900
125100,43917.875,0.771918932,0.9,900
125160,43917.91667,2.315558201,0.9,900
125220,43917.95833,0.161476479,0.9,900
125280,43918,0.043277853,0.9,900
125340,43918.04167,0.043305473,0.9,900
125400,43918.08333,0.044013283,0.9,900
125460,43918.125,0.047715033,0.9,900
125520,43918.16667,0.042596422,0.9,900
125580,43918.20833,0.042857929,0.9,900
125640,43918.25,0.534197002,0.534197002,534.197002
125700,43918.29167,1.008216928,1.008216928,1008.216928
125760,43918.33333,0.272626081,0.272626081,272.626081
125820,43918.375,0.762831579,0.762831579,762.831579
125880,43918.41667,0.585284792,0.585284792,585.284792
125940,43918.45833,2.29116416,2.29116416,2291.16416
126000,43918.5,0.859605936,0.859605936,859.605936
126060,43918.54167,0.107853299,0.107853299,107.853299
126120,43918.58333,0.185279638,0.185279638,185.279638
126180,43918.625,0.140241257,0.140241257,140.241257
126240,43918.66667,0.092463736,0.092463736,92.463736
126300,43918.70833,0.103557972,0.103557972,103.557972
126360,43918.75,0.208809064,0.9,900
126420,43918.79167,0.18370495,0.9,900
126480,43918.83333,1.066340318,0.9,900
126540,43918.875,0.646760547,0.9,900
126600,43918.91667,0.084882027,0.9,900
126660,43918.95833,0.041841999,0.9,900
126720,43919,0.043218774,0.9,900
126780,43919.04167,0.043125408,0.9,900
126840,43919.08333,0.043281855,0.9,900
126900,43919.125,0.04336027,0.9,900
126960,43919.16667,0.047797599,0.9,900
127020,43919.20833,0.045906843,0.9,900
127080,43919.25,0.043431524,0.043431524,43.431524
127140,43919.29167,0.668404356,0.668404356,668.404356
127200,43919.33333,0.51755699,0.51755699,517.55699
127260,43919.375,0.802149774,0.802149774,802.149774
127320,43919.41667,1.015468114,1.015468114,1015.468114
127380,43919.45833,2.025475635,2.025475635,2025.475635
127440,43919.5,0.610442672,0.610442672,610.442672
127500,43919.54167,1.112401485,1.112401485,1112.401485
127560,43919.58333,0.917802941,0.917802941,917.802941
127620,43919.625,0.163126657,0.163126657,163.126657
127680,43919.66667,1.825712862,1.825712862,1825.712862
127740,43919.70833,0.992646931,0.992646931,992.646931
127800,43919.75,0.679605322,0.9,900
127860,43919.79167,1.019512414,0.9,900
127920,43919.83333,0.181889379,0.9,900
127980,43919.875,0.124771741,0.9,900
128040,43919.91667,0.194335439,0.9,900
128100,43919.95833,0.173408667,0.9,900
128160,43920,0.044442485,0.9,900
128220,43920.04167,0.044434975,0.9,900
128280,43920.08333,0.043558144,0.9,900
128340,43920.125,0.049173813,0.9,900
128400,43920.16667,0.043882367,0.9,900
128460,43920.20833,0.076330916,0.9,900
128520,43920.25,1.001063576,1.001063576,1001.063576
128580,43920.29167,0.797044736,0.797044736,797.044736
128640,43920.33333,0.049259833,0.049259833,49.259833
128700,43920.375,0.043149988,0.043149988,43.149988
128760,43920.41667,0.043160581,0.043160581,43.160581
128820,43920.45833,0.043290426,0.043290426,43.290426
128880,43920.5,0.042098891,0.042098891,42.098891
128940,43920.54167,0.055409425,0.055409425,55.409425
129000,43920.58333,0.209851111,0.209851111,209.851111
129060,43920.625,0.131243599,0.131243599,131.243599
129120,43920.66667,0.049515903,0.049515903,49.515903
129180,43920.70833,0.263059908,0.263059908,263.059908
129240,43920.75,1.189930039,0.9,900
129300,43920.79167,0.75070172,0.9,900
129360,43920.83333,0.086439172,0.9,900
129420,43920.875,0.131912584,0.9,900
129480,43920.91667,0.12431083,0.9,900
129540,43920.95833,0.045860382,0.9,900
129600,43921,0.043102105,0.9,900
129660,43921.04167,0.042020509,0.9,900
129720,43921.08333,0.045891287,0.9,900
129780,43921.125,0.046857507,0.9,900
129840,43921.16667,0.047072993,0.9,900
129900,43921.20833,0.037001232,0.9,900
129960,43921.25,0.422662524,0.422662524,422.662524
130020,43921.29167,0.793201559,0.793201559,793.201559
130080,43921.33333,0.331298301,0.331298301,331.298301
130140,43921.375,0.169628359,0.169628359,169.628359
130200,43921.41667,0.139735893,0.139735893,139.735893
130260,43921.45833,0.084250807,0.084250807,84.250807
130320,43921.5,0.169129719,0.169129719,169.129719
130380,43921.54167,0.062773617,0.062773617,62.773617
130440,43921.58333,0.751665327,0.751665327,751.665327
130500,43921.625,0.18052254,0.18052254,180.52254
130560,43921.66667,0.175298497,0.175298497,175.298497
130620,43921.70833,0.098886632,0.098886632,98.886632
130680,43921.75,0.270309117,0.9,900
130740,43921.79167,0.625395966,0.9,900
130800,43921.83333,1.064441166,0.9,900
130860,43921.875,0.658637795,0.9,900
130920,43921.91667,0.062315189,0.9,900
130980,43921.95833,0.044659973,0.9,900
131040,43922,0.043427332,0.9,900
131100,43922.04167,0.046101041,0.9,900
131160,43922.08333,0.046401526,0.9,900
131220,43922.125,0.043729846,0.9,900
131280,43922.16667,0.040816409,0.9,900
131340,43922.20833,0.044415863,0.9,900
131400,43922.25,0.392677152,0.392677152,392.677152
131460,43922.29167,0.492545459,0.492545459,492.545459
131520,43922.33333,0.099538723,0.099538723,99.538723
131580,43922.375,0.081977999,0.081977999,81.977999
131640,43922.41667,0.072626765,0.072626765,72.626765
131700,43922.45833,0.057679958,0.057679958,57.679958
131760,43922.5,0.69228154,0.69228154,692.28154
131820,43922.54167,0.066405281,0.066405281,66.405281
131880,43922.58333,0.081356186,0.081356186,81.356186
131940,43922.625,0.098882911,0.098882911,98.882911
132000,43922.66667,0.173815926,0.173815926,173.815926
132060,43922.70833,0.656176287,0.656176287,656.176287
132120,43922.75,0.231581426,0.9,900
132180,43922.79167,1.112627619,0.9,900
132240,43922.83333,0.612488996,0.9,900
132300,43922.875,0.102797481,0.9,900
132360,43922.91667,1.030036852,0.9,900
132420,43922.95833,0.853318036,0.9,900
132480,43923,0.267293334,0.9,900
132540,43923.04167,0.041989806,0.9,900
132600,43923.08333,0.047222424,0.9,900
132660,43923.125,0.046833404,0.9,900
132720,43923.16667,0.042688608,0.9,900
132780,43923.20833,0.040750392,0.9,900
132840,43923.25,0.687059708,0.687059708,687.059708
132900,43923.29167,1.014928545,1.014928545,1014.928545
132960,43923.33333,0.569835737,0.569835737,569.835737
133020,43923.375,0.113639724,0.113639724,113.639724
133080,43923.41667,0.050479619,0.050479619,50.479619
133140,43923.45833,0.10687036,0.10687036,106.87036
133200,43923.5,0.174842527,0.174842527,174.842527
133260,43923.54167,0.088572518,0.088572518,88.572518
133320,43923.58333,0.24559474,0.24559474,245.59474
133380,43923.625,0.076799305,0.076799305,76.799305
133440,43923.66667,0.058556092,0.058556092,58.556092
133500,43923.70833,0.429800518,0.429800518,429.800518
133560,43923.75,1.598818158,0.9,900
133620,43923.79167,0.853103868,0.9,900
133680,43923.83333,0.131240804,0.9,900
133740,43923.875,0.187294748,0.9,900
133800,43923.91667,0.062735587,0.9,900
133860,43923.95833,0.043686766,0.9,900
133920,43924,0.042530548,0.9,900
133980,43924.04167,0.046969318,0.9,900
134040,43924.08333,0.043554172,0.9,900
134100,43924.125,0.042250446,0.9,900
134160,43924.16667,0.04306567,0.9,900
134220,43924.20833,0.043196759,0.9,900
134280,43924.25,0.602089505,0.602089505,602.089505
134340,43924.29167,0.706690283,0.706690283,706.690283
134400,43924.33333,0.646895882,0.646895882,646.895882
134460,43924.375,0.1455851,0.1455851,145.5851
134520,43924.41667,0.051307573,0.051307573,51.307573
134580,43924.45833,0.042865774,0.042865774,42.865774
134640,43924.5,0.070323598,0.070323598,70.323598
134700,43924.54167,0.09551085,0.09551085,95.51085
134760,43924.58333,0.381851958,0.381851958,381.851958
134820,43924.625,1.274624743,1.274624743,1274.624743
134880,43924.66667,0.546723338,0.546723338,546.723338
134940,43924.70833,0.158718325,0.158718325,158.718325
135000,43924.75,1.782872938,0.9,900
135060,43924.79167,1.416557856,0.9,900
135120,43924.83333,1.885506422,0.9,900
135180,43924.875,1.075175015,0.9,900
135240,43924.91667,2.783629696,0.9,900
135300,43924.95833,0.176778738,0.9,900
135360,43925,0.044392368,0.9,900
135420,43925.04167,0.044451282,0.9,900
135480,43925.08333,0.043824648,0.9,900
135540,43925.125,0.047713125,0.9,900
135600,43925.16667,0.036749735,0.9,900
135660,43925.20833,0.043681307,0.9,900
135720,43925.25,0.043480156,0.043480156,43.480156
135780,43925.29167,0.654508531,0.654508531,654.508531
135840,43925.33333,0.596112403,0.596112403,596.112403
135900,43925.375,1.034043381,1.034043381,1034.043381
135960,43925.41667,1.374820414,1.374820414,1374.820414
136020,43925.45833,1.939549515,1.939549515,1939.549515
136080,43925.5,1.916718042,1.916718042,1916.718042
136140,43925.54167,0.131200672,0.131200672,131.200672
136200,43925.58333,0.433892382,0.433892382,433.892382
136260,43925.625,2.133074147,2.133074147,2133.074147
136320,43925.66667,0.9444233,0.9444233,944.4233
136380,43925.70833,0.62805775,0.62805775,628.05775
136440,43925.75,0.177092911,0.9,900
136500,43925.79167,0.456432479,0.9,900
136560,43925.83333,1.389800029,0.9,900
136620,43925.875,0.174043328,0.9,900
136680,43925.91667,0.082060607,0.9,900
136740,43925.95833,0.045942551,0.9,900
136800,43926,0.042146272,0.9,900
136860,43926.04167,0.044723375,0.9,900
136920,43926.08333,0.048489748,0.9,900
136980,43926.125,0.045114811,0.9,900
137040,43926.16667,0.040716914,0.9,900
137100,43926.20833,0.040666795,0.9,900
137160,43926.25,0.361795765,0.361795765,361.795765
137220,43926.29167,0.560662969,0.560662969,560.662969
137280,43926.33333,1.02351153,1.02351153,1023.51153
137340,43926.375,1.119030695,1.119030695,1119.030695
137400,43926.41667,0.242409869,0.242409869,242.409869
137460,43926.45833,0.08765225,0.08765225,87.65225
137520,43926.5,0.160094345,0.160094345,160.094345
137580,43926.54167,0.941247462,0.941247462,941.247462
137640,43926.58333,1.098535114,1.098535114,1098.535114
137700,43926.625,0.914282521,0.914282521,914.282521
137760,43926.66667,0.45248475,0.45248475,452.48475
137820,43926.70833,0.116175696,0.116175696,116.175696
137880,43926.75,0.488841377,0.9,900
137940,43926.79167,1.388721612,0.9,900
138000,43926.83333,0.131986998,0.9,900
138060,43926.875,1.606206275,0.9,900
138120,43926.91667,1.09811741,0.9,900
138180,43926.95833,0.04430602,0.9,900
138240,43927,0.041976653,0.9,900
138300,43927.04167,0.041743629,0.9,900
138360,43927.08333,0.044860811,0.9,900
138420,43927.125,0.044223604,0.9,900
138480,43927.16667,0.037398523,0.9,900
