Electricity.Timestep,Time,Sum [kWh],True Sum [kWh],True Sum [Wh]
0,43831,0.047638231,0.9,900
60,43831.04167,0.04491394,0.9,900
120,43831.08333,0.04468854,0.9,900
180,43831.125,0.042031557,0.9,900
240,43831.16667,0.04192065,0.9,900
300,43831.20833,0.05191479,0.9,900
360,43831.25,0.677659287,0.677659287,677.659287
420,43831.29167,0.704842516,0.704842516,704.842516
480,43831.33333,0.135463499,0.135463499,135.463499
540,43831.375,0.678362352,0.678362352,678.362352
600,43831.41667,0.539677588,0.539677588,539.677588
660,43831.45833,0.596772766,0.596772766,596.772766
720,43831.5,0.277842864,0.277842864,277.842864
780,43831.54167,0.264647131,0.264647131,264.647131
840,43831.58333,0.726432869,0.726432869,726.432869
900,43831.625,1.018919139,1.018919139,1018.919139
960,43831.66667,0.693292927,0.693292927,693.292927
1020,43831.70833,0.171090386,0.171090386,171.090386
1080,43831.75,0.731031877,0.9,900
1140,43831.79167,1.446840011,0.9,900
1200,43831.83333,0.125599696,0.9,900
1260,43831.875,0.477475352,0.9,900
1320,43831.91667,0.105795821,0.9,900
1380,43831.95833,0.042686331,0.9,900
1440,43832,0.043661018,0.9,900
1500,43832.04167,0.040811699,0.9,900
1560,43832.08333,0.045645694,0.9,900
1620,43832.125,0.046945123,0.9,900
1680,43832.16667,0.043613591,0.9,900
1740,43832.20833,0.043159355,0.9,900
1800,43832.25,0.049857801,0.049857801,49.857801
1860,43832.29167,0.896038314,0.896038314,896.038314
1920,43832.33333,0.872012515,0.872012515,872.012515
1980,43832.375,1.139053982,1.139053982,1139.053982
2040,43832.41667,0.743332385,0.743332385,743.332385
2100,43832.45833,0.827420492,0.827420492,827.420492
2160,43832.5,0.435040561,0.435040561,435.040561
2220,43832.54167,1.079407491,1.079407491,1079.407491
2280,43832.58333,0.96174569,0.96174569,961.74569
2340,43832.625,0.249172321,0.249172321,249.172321
2400,43832.66667,2.357422251,2.357422251,2357.422251
2460,43832.70833,0.193947922,0.193947922,193.947922
2520,43832.75,0.46175611,0.9,900
2580,43832.79167,1.464361275,0.9,900
2640,43832.83333,0.258676813,0.9,900
2700,43832.875,0.100509576,0.9,900
2760,43832.91667,0.158814096,0.9,900
2820,43832.95833,0.044548821,0.9,900
2880,43833,0.044447958,0.9,900
2940,43833.04167,0.043098575,0.9,900
3000,43833.08333,0.04220891,0.9,900
3060,43833.125,0.044349459,0.9,900
3120,43833.16667,0.046713334,0.9,900
3180,43833.20833,0.044092627,0.9,900
3240,43833.25,0.335721125,0.335721125,335.721125
3300,43833.29167,0.671140283,0.671140283,671.140283
3360,43833.33333,1.055224037,1.055224037,1055.224037
3420,43833.375,0.461257521,0.461257521,461.257521
3480,43833.41667,1.062972196,1.062972196,1062.972196
3540,43833.45833,0.193369533,0.193369533,193.369533
3600,43833.5,0.521928343,0.521928343,521.928343
3660,43833.54167,0.481748842,0.481748842,481.748842
3720,43833.58333,0.20736159,0.20736159,207.36159
3780,43833.625,0.206959023,0.206959023,206.959023
3840,43833.66667,0.270677918,0.270677918,270.677918
3900,43833.70833,0.207879557,0.207879557,207.879557
3960,43833.75,0.874329297,0.9,900
4020,43833.79167,0.498949244,0.9,900
4080,43833.83333,0.199437656,0.9,900
4140,43833.875,0.222513218,0.9,900
4200,43833.91667,0.135701465,0.9,900
4260,43833.95833,0.092008758,0.9,900
4320,43834,0.043347224,0.9,900
4380,43834.04167,0.04338783,0.9,900
4440,43834.08333,0.043253662,0.9,900
4500,43834.125,0.044688495,0.9,900
4560,43834.16667,0.037705021,0.9,900
4620,43834.20833,0.041219803,0.9,900
4680,43834.25,0.047698151,0.047698151,47.698151
4740,43834.29167,0.608958772,0.608958772,608.958772
4800,43834.33333,0.763255864,0.763255864,763.255864
4860,43834.375,0.257525839,0.257525839,257.525839
4920,43834.41667,0.67026897,0.67026897,670.26897
4980,43834.45833,0.61854033,0.61854033,618.54033
5040,43834.5,1.54443122,1.54443122,1544.43122
5100,43834.54167,0.593487165,0.593487165,593.487165
5160,43834.58333,0.37729649,0.37729649,377.29649
5220,43834.625,1.038668347,1.038668347,1038.668347
5280,43834.66667,0.8935689,0.8935689,893.5689
5340,43834.70833,0.58821199,0.58821199,588.21199
5400,43834.75,0.174334381,0.9,900
5460,43834.79167,0.120555529,0.9,900
5520,43834.83333,0.969160645,0.9,900
5580,43834.875,0.786910504,0.9,900
5640,43834.91667,0.098129774,0.9,900
5700,43834.95833,0.047559046,0.9,900
5760,43835,0.043344654,0.9,900
5820,43835.04167,0.042002338,0.9,900
5880,43835.08333,0.043364691,0.9,900
5940,43835.125,0.043218195,0.9,900
6000,43835.16667,0.044477657,0.9,900
6060,43835.20833,0.043219419,0.9,900
6120,43835.25,0.352601142,0.352601142,352.601142
6180,43835.29167,0.882835218,0.882835218,882.835218
6240,43835.33333,0.68377452,0.68377452,683.77452
6300,43835.375,0.458793802,0.458793802,458.793802
6360,43835.41667,1.086370982,1.086370982,1086.370982
6420,43835.45833,1.455488894,1.455488894,1455.488894
6480,43835.5,0.331581837,0.331581837,331.581837
6540,43835.54167,0.207316622,0.207316622,207.316622
6600,43835.58333,0.232883208,0.232883208,232.883208
6660,43835.625,0.213404527,0.213404527,213.404527
6720,43835.66667,0.213578862,0.213578862,213.578862
6780,43835.70833,0.499592902,0.499592902,499.592902
6840,43835.75,0.924580994,0.9,900
6900,43835.79167,1.361710556,0.9,900
6960,43835.83333,0.091494101,0.9,900
7020,43835.875,0.393674529,0.9,900
7080,43835.91667,0.408460046,0.9,900
7140,43835.95833,0.046463974,0.9,900
7200,43836,0.044976636,0.9,900
7260,43836.04167,0.043398593,0.9,900
7320,43836.08333,0.043333264,0.9,900
7380,43836.125,0.043216815,0.9,900
7440,43836.16667,0.040836657,0.9,900
7500,43836.20833,0.041953926,0.9,900
7560,43836.25,0.043389194,0.043389194,43.389194
7620,43836.29167,0.709487511,0.709487511,709.487511
7680,43836.33333,0.819221722,0.819221722,819.221722
7740,43836.375,0.738343337,0.738343337,738.343337
7800,43836.41667,0.333205854,0.333205854,333.205854
7860,43836.45833,0.988922373,0.988922373,988.922373
7920,43836.5,0.22675396,0.22675396,226.75396
7980,43836.54167,0.133572952,0.133572952,133.572952
8040,43836.58333,1.117169006,1.117169006,1117.169006
8100,43836.625,2.194876587,2.194876587,2194.876587
8160,43836.66667,0.751737549,0.751737549,751.737549
8220,43836.70833,1.959267541,1.959267541,1959.267541
8280,43836.75,2.224988728,0.9,900
8340,43836.79167,1.149150029,0.9,900
8400,43836.83333,0.103829662,0.9,900
8460,43836.875,0.632620652,0.9,900
8520,43836.91667,0.292517139,0.9,900
8580,43836.95833,0.066452063,0.9,900
8640,43837,0.036875195,0.9,900
8700,43837.04167,0.044287669,0.9,900
8760,43837.08333,0.046068248,0.9,900
8820,43837.125,0.04595998,0.9,900
8880,43837.16667,0.045855426,0.9,900
8940,43837.20833,0.038538163,0.9,900
9000,43837.25,0.675032634,0.675032634,675.032634
9060,43837.29167,0.675837784,0.675837784,675.837784
9120,43837.33333,0.148871451,0.148871451,148.871451
9180,43837.375,0.045684519,0.045684519,45.684519
9240,43837.41667,0.043123475,0.043123475,43.123475
9300,43837.45833,0.041942236,0.041942236,41.942236
9360,43837.5,0.043423076,0.043423076,43.423076
9420,43837.54167,0.044720267,0.044720267,44.720267
9480,43837.58333,0.047852816,0.047852816,47.852816
9540,43837.625,1.005752904,1.005752904,1005.752904
9600,43837.66667,1.263235286,1.263235286,1263.235286
9660,43837.70833,0.640400242,0.640400242,640.400242
9720,43837.75,0.156701617,0.9,900
9780,43837.79167,1.035310441,0.9,900
9840,43837.83333,0.568568493,0.9,900
9900,43837.875,0.133338313,0.9,900
9960,43837.91667,0.208034866,0.9,900
10020,43837.95833,0.067604214,0.9,900
10080,43838,0.044708002,0.9,900
10140,43838.04167,0.044513726,0.9,900
10200,43838.08333,0.046189861,0.9,900
10260,43838.125,0.045160899,0.9,900
10320,43838.16667,0.042138882,0.9,900
10380,43838.20833,0.043218346,0.9,900
10440,43838.25,0.659726577,0.659726577,659.726577
10500,43838.29167,1.087707395,1.087707395,1087.707395
10560,43838.33333,0.189096603,0.189096603,189.096603
10620,43838.375,0.043229265,0.043229265,43.229265
10680,43838.41667,0.043027104,0.043027104,43.027104
10740,43838.45833,0.042510404,0.042510404,42.510404
10800,43838.5,0.047098695,0.047098695,47.098695
10860,43838.54167,0.044062381,0.044062381,44.062381
10920,43838.58333,0.043463462,0.043463462,43.463462
10980,43838.625,0.051330286,0.051330286,51.330286
11040,43838.66667,0.091953882,0.091953882,91.953882
11100,43838.70833,0.141995109,0.141995109,141.995109
11160,43838.75,1.522385208,0.9,900
11220,43838.79167,1.320111451,0.9,900
11280,43838.83333,0.550895465,0.9,900
11340,43838.875,0.755265655,0.9,900
11400,43838.91667,1.25439007,0.9,900
11460,43838.95833,0.59316394,0.9,900
11520,43839,0.043133528,0.9,900
11580,43839.04167,0.041959111,0.9,900
11640,43839.08333,0.043222913,0.9,900
11700,43839.125,0.041994906,0.9,900
11760,43839.16667,0.043219975,0.9,900
11820,43839.20833,0.04484305,0.9,900
11880,43839.25,1.118524764,1.118524764,1118.524764
11940,43839.29167,0.212086918,0.212086918,212.086918
12000,43839.33333,0.094656972,0.094656972,94.656972
12060,43839.375,0.044473917,0.044473917,44.473917
12120,43839.41667,0.040701404,0.040701404,40.701404
12180,43839.45833,0.043153925,0.043153925,43.153925
12240,43839.5,0.043103479,0.043103479,43.103479
12300,43839.54167,0.043335108,0.043335108,43.335108
12360,43839.58333,0.042673714,0.042673714,42.673714
12420,43839.625,0.060793943,0.060793943,60.793943
12480,43839.66667,0.078546776,0.078546776,78.546776
12540,43839.70833,0.112935505,0.112935505,112.935505
12600,43839.75,0.61751696,0.9,900
12660,43839.79167,1.237172362,0.9,900
12720,43839.83333,1.112096511,0.9,900
12780,43839.875,1.151094394,0.9,900
12840,43839.91667,0.097769777,0.9,900
12900,43839.95833,0.079109063,0.9,900
12960,43840,0.044501676,0.9,900
13020,43840.04167,0.040395372,0.9,900
13080,43840.08333,0.045325375,0.9,900
13140,43840.125,0.047930833,0.9,900
13200,43840.16667,0.040834623,0.9,900
13260,43840.20833,0.047202205,0.9,900
13320,43840.25,1.038359988,1.038359988,1038.359988
13380,43840.29167,0.222302863,0.222302863,222.302863
13440,43840.33333,0.118741241,0.118741241,118.741241
13500,43840.375,0.04812406,0.04812406,48.12406
13560,43840.41667,0.041130166,0.041130166,41.130166
13620,43840.45833,0.036338294,0.036338294,36.338294
13680,43840.5,0.043939602,0.043939602,43.939602
13740,43840.54167,0.041643112,0.041643112,41.643112
13800,43840.58333,0.044193252,0.044193252,44.193252
13860,43840.625,0.052235105,0.052235105,52.235105
13920,43840.66667,0.192214576,0.192214576,192.214576
13980,43840.70833,1.44361905,1.44361905,1443.61905
14040,43840.75,1.493817643,0.9,900
14100,43840.79167,0.911845876,0.9,900
14160,43840.83333,0.860985687,0.9,900
14220,43840.875,0.956666013,0.9,900
14280,43840.91667,0.483277603,0.9,900
14340,43840.95833,0.05472367,0.9,900
14400,43841,0.046731782,0.9,900
14460,43841.04167,0.043473087,0.9,900
14520,43841.08333,0.044457865,0.9,900
14580,43841.125,0.040690511,0.9,900
14640,43841.16667,0.043109129,0.9,900
14700,43841.20833,0.043175325,0.9,900
14760,43841.25,0.458224982,0.458224982,458.224982
14820,43841.29167,0.569062492,0.569062492,569.062492
14880,43841.33333,0.40200337,0.40200337,402.00337
14940,43841.375,0.48468885,0.48468885,484.68885
15000,43841.41667,0.812037473,0.812037473,812.037473
15060,43841.45833,1.127245163,1.127245163,1127.245163
15120,43841.5,0.13483111,0.13483111,134.83111
15180,43841.54167,0.130785527,0.130785527,130.785527
15240,43841.58333,1.713865255,1.713865255,1713.865255
15300,43841.625,0.287800435,0.287800435,287.800435
15360,43841.66667,0.245881247,0.245881247,245.881247
15420,43841.70833,0.12356752,0.12356752,123.56752
15480,43841.75,1.00891364,0.9,900
15540,43841.79167,0.111205962,0.9,900
15600,43841.83333,0.648619137,0.9,900
15660,43841.875,0.286188796,0.9,900
15720,43841.91667,0.097347731,0.9,900
15780,43841.95833,0.046963954,0.9,900
15840,43842,0.044371794,0.9,900
15900,43842.04167,0.043652386,0.9,900
15960,43842.08333,0.041961603,0.9,900
16020,43842.125,0.04197671,0.9,900
16080,43842.16667,0.043288513,0.9,900
16140,43842.20833,0.043043552,0.9,900
16200,43842.25,0.044292362,0.044292362,44.292362
16260,43842.29167,1.013435504,1.013435504,1013.435504
16320,43842.33333,0.999934163,0.999934163,999.934163
16380,43842.375,0.25008522,0.25008522,250.08522
16440,43842.41667,0.725074211,0.725074211,725.074211
16500,43842.45833,1.384559454,1.384559454,1384.559454
16560,43842.5,0.57778414,0.57778414,577.78414
16620,43842.54167,0.241344017,0.241344017,241.344017
16680,43842.58333,1.074070695,1.074070695,1074.070695
16740,43842.625,0.821303871,0.821303871,821.303871
16800,43842.66667,0.429315852,0.429315852,429.315852
16860,43842.70833,2.283713433,2.283713433,2283.713433
16920,43842.75,0.231565917,0.9,900
16980,43842.79167,1.184178843,0.9,900
17040,43842.83333,0.423320858,0.9,900
17100,43842.875,0.263883813,0.9,900
17160,43842.91667,0.126375456,0.9,900
17220,43842.95833,0.058016834,0.9,900
17280,43843,0.043533627,0.9,900
17340,43843.04167,0.044597843,0.9,900
17400,43843.08333,0.042390039,0.9,900
17460,43843.125,0.043149874,0.9,900
17520,43843.16667,0.043319716,0.9,900
17580,43843.20833,0.041849893,0.9,900
17640,43843.25,0.602009942,0.602009942,602.009942
17700,43843.29167,0.761195322,0.761195322,761.195322
17760,43843.33333,0.505975912,0.505975912,505.975912
17820,43843.375,0.135751787,0.135751787,135.751787
17880,43843.41667,0.044598079,0.044598079,44.598079
17940,43843.45833,0.040435783,0.040435783,40.435783
18000,43843.5,0.046033236,0.046033236,46.033236
18060,43843.54167,0.043472939,0.043472939,43.472939
18120,43843.58333,0.044573401,0.044573401,44.573401
18180,43843.625,0.041852411,0.041852411,41.852411
18240,43843.66667,0.095973475,0.095973475,95.973475
18300,43843.70833,0.540588665,0.540588665,540.588665
18360,43843.75,0.132113529,0.9,900
18420,43843.79167,1.318640765,0.9,900
18480,43843.83333,1.180115445,0.9,900
18540,43843.875,0.305644855,0.9,900
18600,43843.91667,0.118141042,0.9,900
18660,43843.95833,0.089114635,0.9,900
18720,43844,0.045388901,0.9,900
18780,43844.04167,0.046653971,0.9,900
18840,43844.08333,0.042883523,0.9,900
18900,43844.125,0.044598334,0.9,900
18960,43844.16667,0.042832889,0.9,900
19020,43844.20833,0.04204236,0.9,900
19080,43844.25,0.658544155,0.658544155,658.544155
19140,43844.29167,0.68332624,0.68332624,683.32624
19200,43844.33333,0.056729969,0.056729969,56.729969
19260,43844.375,0.041902563,0.041902563,41.902563
19320,43844.41667,0.043032468,0.043032468,43.032468
19380,43844.45833,0.042891078,0.042891078,42.891078
19440,43844.5,0.042832623,0.042832623,42.832623
19500,43844.54167,0.042162436,0.042162436,42.162436
19560,43844.58333,0.060027171,0.060027171,60.027171
19620,43844.625,0.074838667,0.074838667,74.838667
19680,43844.66667,0.07212617,0.07212617,72.12617
19740,43844.70833,0.116954126,0.116954126,116.954126
19800,43844.75,0.312690769,0.9,900
19860,43844.79167,1.202093967,0.9,900
19920,43844.83333,0.322629748,0.9,900
19980,43844.875,0.207148095,0.9,900
20040,43844.91667,0.139990366,0.9,900
20100,43844.95833,0.05646981,0.9,900
20160,43845,0.044389482,0.9,900
20220,43845.04167,0.043521759,0.9,900
20280,43845.08333,0.042082375,0.9,900
20340,43845.125,0.043232786,0.9,900
20400,43845.16667,0.043500139,0.9,900
20460,43845.20833,0.043291701,0.9,900
20520,43845.25,0.602169268,0.602169268,602.169268
20580,43845.29167,1.293550338,1.293550338,1293.550338
20640,43845.33333,0.213529265,0.213529265,213.529265
20700,43845.375,0.044569888,0.044569888,44.569888
20760,43845.41667,0.043188412,0.043188412,43.188412
20820,43845.45833,0.044416107,0.044416107,44.416107
20880,43845.5,0.043152418,0.043152418,43.152418
20940,43845.54167,0.043049417,0.043049417,43.049417
21000,43845.58333,0.042891029,0.042891029,42.891029
21060,43845.625,0.044202935,0.044202935,44.202935
21120,43845.66667,0.057442745,0.057442745,57.442745
21180,43845.70833,0.078365523,0.078365523,78.365523
21240,43845.75,1.125235645,0.9,900
21300,43845.79167,1.294670802,0.9,900
21360,43845.83333,0.309491102,0.9,900
21420,43845.875,0.606107206,0.9,900
21480,43845.91667,0.0711205,0.9,900
21540,43845.95833,0.044666215,0.9,900
21600,43846,0.041940679,0.9,900
21660,43846.04167,0.042469581,0.9,900
21720,43846.08333,0.046550022,0.9,900
21780,43846.125,0.044119184,0.9,900
21840,43846.16667,0.043300124,0.9,900
21900,43846.20833,0.043322262,0.9,900
21960,43846.25,1.052992597,1.052992597,1052.992597
22020,43846.29167,0.923981723,0.923981723,923.981723
22080,43846.33333,0.080988835,0.080988835,80.988835
22140,43846.375,0.043192281,0.043192281,43.192281
22200,43846.41667,0.043006219,0.043006219,43.006219
22260,43846.45833,0.044015734,0.044015734,44.015734
22320,43846.5,0.042139144,0.042139144,42.139144
22380,43846.54167,0.05116554,0.05116554,51.16554
22440,43846.58333,0.083080125,0.083080125,83.080125
22500,43846.625,0.048739834,0.048739834,48.739834
22560,43846.66667,0.077561072,0.077561072,77.561072
22620,43846.70833,0.887556298,0.887556298,887.556298
22680,43846.75,1.681490278,0.9,900
22740,43846.79167,0.680967671,0.9,900
22800,43846.83333,1.184472803,0.9,900
22860,43846.875,0.152178421,0.9,900
22920,43846.91667,0.095913538,0.9,900
22980,43846.95833,0.041865387,0.9,900
23040,43847,0.044892462,0.9,900
23100,43847.04167,0.044212362,0.9,900
23160,43847.08333,0.044948471,0.9,900
23220,43847.125,0.044923938,0.9,900
23280,43847.16667,0.04343259,0.9,900
23340,43847.20833,0.043356314,0.9,900
23400,43847.25,0.949336841,0.949336841,949.336841
23460,43847.29167,0.400329537,0.400329537,400.329537
23520,43847.33333,0.080829662,0.080829662,80.829662
23580,43847.375,0.04607343,0.04607343,46.07343
23640,43847.41667,0.043785733,0.043785733,43.785733
23700,43847.45833,0.044612392,0.044612392,44.612392
23760,43847.5,0.063472929,0.063472929,63.472929
23820,43847.54167,0.083472046,0.083472046,83.472046
23880,43847.58333,0.044391226,0.044391226,44.391226
23940,43847.625,0.095156401,0.095156401,95.156401
24000,43847.66667,0.086795352,0.086795352,86.795352
24060,43847.70833,0.523286591,0.523286591,523.286591
24120,43847.75,1.595999689,0.9,900
24180,43847.79167,1.632234893,0.9,900
24240,43847.83333,0.067105587,0.9,900
24300,43847.875,0.527996165,0.9,900
24360,43847.91667,0.079479843,0.9,900
24420,43847.95833,0.065016276,0.9,900
24480,43848,0.043270894,0.9,900
24540,43848.04167,0.043979876,0.9,900
24600,43848.08333,0.04778625,0.9,900
24660,43848.125,0.042807573,0.9,900
24720,43848.16667,0.043275832,0.9,900
24780,43848.20833,0.119153658,0.9,900
24840,43848.25,0.565874991,0.565874991,565.874991
24900,43848.29167,0.959058651,0.959058651,959.058651
24960,43848.33333,0.226972232,0.226972232,226.972232
25020,43848.375,1.007000967,1.007000967,1007.000967
25080,43848.41667,0.842855495,0.842855495,842.855495
25140,43848.45833,1.719129651,1.719129651,1719.129651
25200,43848.5,0.388986628,0.388986628,388.986628
25260,43848.54167,0.190760903,0.190760903,190.760903
25320,43848.58333,0.377611361,0.377611361,377.611361
25380,43848.625,0.795178963,0.795178963,795.178963
25440,43848.66667,0.839329186,0.839329186,839.329186
25500,43848.70833,1.499862961,1.499862961,1499.862961
25560,43848.75,1.741460919,0.9,900
25620,43848.79167,1.052453107,0.9,900
25680,43848.83333,0.104130849,0.9,900
25740,43848.875,0.103317082,0.9,900
25800,43848.91667,0.044679728,0.9,900
25860,43848.95833,0.043500408,0.9,900
25920,43849,0.041994368,0.9,900
25980,43849.04167,0.044677807,0.9,900
26040,43849.08333,0.045186005,0.9,900
26100,43849.125,0.042249929,0.9,900
26160,43849.16667,0.044724301,0.9,900
26220,43849.20833,0.043196273,0.9,900
26280,43849.25,0.310646939,0.310646939,310.646939
26340,43849.29167,0.674450972,0.674450972,674.450972
26400,43849.33333,0.814331548,0.814331548,814.331548
26460,43849.375,1.706492888,1.706492888,1706.492888
26520,43849.41667,1.307867912,1.307867912,1307.867912
26580,43849.45833,1.500400599,1.500400599,1500.400599
26640,43849.5,0.130374427,0.130374427,130.374427
26700,43849.54167,1.057437861,1.057437861,1057.437861
26760,43849.58333,0.96216394,0.96216394,962.16394
26820,43849.625,0.519760585,0.519760585,519.760585
26880,43849.66667,0.129934681,0.129934681,129.934681
26940,43849.70833,0.258107692,0.258107692,258.107692
27000,43849.75,0.859399963,0.9,900
27060,43849.79167,0.818353137,0.9,900
27120,43849.83333,0.954782326,0.9,900
27180,43849.875,0.176229081,0.9,900
27240,43849.91667,1.084345141,0.9,900
27300,43849.95833,0.850242087,0.9,900
27360,43850,0.058630863,0.9,900
27420,43850.04167,0.039365841,0.9,900
27480,43850.08333,0.043960589,0.9,900
27540,43850.125,0.043491564,0.9,900
27600,43850.16667,0.041996437,0.9,900
27660,43850.20833,0.044420956,0.9,900
27720,43850.25,1.005079422,1.005079422,1005.079422
27780,43850.29167,0.681586572,0.681586572,681.586572
27840,43850.33333,0.105617713,0.105617713,105.617713
27900,43850.375,0.049811605,0.049811605,49.811605
27960,43850.41667,0.042480998,0.042480998,42.480998
28020,43850.45833,0.044875491,0.044875491,44.875491
28080,43850.5,0.063877946,0.063877946,63.877946
28140,43850.54167,0.212085689,0.212085689,212.085689
28200,43850.58333,0.158050952,0.158050952,158.050952
28260,43850.625,0.082949669,0.082949669,82.949669
28320,43850.66667,0.837012042,0.837012042,837.012042
28380,43850.70833,2.316328406,2.316328406,2316.328406
28440,43850.75,1.726659291,0.9,900
28500,43850.79167,0.66483134,0.9,900
28560,43850.83333,1.015442251,0.9,900
28620,43850.875,1.081228622,0.9,900
28680,43850.91667,0.359992353,0.9,900
28740,43850.95833,0.043455732,0.9,900
28800,43851,0.048117646,0.9,900
28860,43851.04167,0.043514798,0.9,900
28920,43851.08333,0.046314266,0.9,900
28980,43851.125,0.043705136,0.9,900
29040,43851.16667,0.04188576,0.9,900
29100,43851.20833,0.043240137,0.9,900
29160,43851.25,0.707906164,0.707906164,707.906164
29220,43851.29167,0.629047504,0.629047504,629.047504
29280,43851.33333,0.073895462,0.073895462,73.895462
29340,43851.375,0.044308674,0.044308674,44.308674
29400,43851.41667,0.041563015,0.041563015,41.563015
29460,43851.45833,0.042906294,0.042906294,42.906294
29520,43851.5,0.044275531,0.044275531,44.275531
29580,43851.54167,0.041850077,0.041850077,41.850077
29640,43851.58333,0.064212746,0.064212746,64.212746
29700,43851.625,0.07319276,0.07319276,73.19276
29760,43851.66667,0.054343073,0.054343073,54.343073
29820,43851.70833,0.837649443,0.837649443,837.649443
29880,43851.75,0.208688424,0.9,900
29940,43851.79167,1.088759142,0.9,900
30000,43851.83333,0.227757117,0.9,900
30060,43851.875,0.143171377,0.9,900
30120,43851.91667,0.649907035,0.9,900
30180,43851.95833,0.074471335,0.9,900
30240,43852,0.043207853,0.9,900
30300,43852.04167,0.04318019,0.9,900
30360,43852.08333,0.046482607,0.9,900
30420,43852.125,0.046566574,0.9,900
30480,43852.16667,0.043496858,0.9,900
30540,43852.20833,0.043217947,0.9,900
30600,43852.25,0.653396782,0.653396782,653.396782
30660,43852.29167,0.854197308,0.854197308,854.197308
30720,43852.33333,0.14972651,0.14972651,149.72651
30780,43852.375,0.046506441,0.046506441,46.506441
30840,43852.41667,0.043133928,0.043133928,43.133928
30900,43852.45833,0.040254729,0.040254729,40.254729
30960,43852.5,0.042735548,0.042735548,42.735548
31020,43852.54167,0.042884961,0.042884961,42.884961
31080,43852.58333,0.076519701,0.076519701,76.519701
31140,43852.625,0.067968256,0.067968256,67.968256
31200,43852.66667,0.054005106,0.054005106,54.005106
31260,43852.70833,0.124880933,0.124880933,124.880933
31320,43852.75,0.676550818,0.9,900
31380,43852.79167,1.002199938,0.9,900
31440,43852.83333,0.510680762,0.9,900
31500,43852.875,0.254856676,0.9,900
31560,43852.91667,0.139118689,0.9,900
31620,43852.95833,0.042012708,0.9,900
31680,43853,0.046584021,0.9,900
31740,43853.04167,0.044130172,0.9,900
31800,43853.08333,0.043573927,0.9,900
31860,43853.125,0.040787014,0.9,900
31920,43853.16667,0.046951811,0.9,900
31980,43853.20833,0.042091731,0.9,900
32040,43853.25,0.87405003,0.87405003,874.05003
32100,43853.29167,1.280047208,1.280047208,1280.047208
32160,43853.33333,0.662083976,0.662083976,662.083976
32220,43853.375,0.047849686,0.047849686,47.849686
32280,43853.41667,0.042400211,0.042400211,42.400211
32340,43853.45833,0.042186762,0.042186762,42.186762
32400,43853.5,0.04446726,0.04446726,44.46726
32460,43853.54167,0.043296021,0.043296021,43.296021
32520,43853.58333,0.043229751,0.043229751,43.229751
32580,43853.625,0.062283579,0.062283579,62.283579
32640,43853.66667,0.082761467,0.082761467,82.761467
32700,43853.70833,0.108181715,0.108181715,108.181715
32760,43853.75,1.922784841,0.9,900
32820,43853.79167,0.526314261,0.9,900
32880,43853.83333,0.287217276,0.9,900
32940,43853.875,0.305514657,0.9,900
33000,43853.91667,0.116237447,0.9,900
33060,43853.95833,0.058169695,0.9,900
33120,43854,0.043891405,0.9,900
33180,43854.04167,0.047607672,0.9,900
33240,43854.08333,0.042533243,0.9,900
33300,43854.125,0.042119862,0.9,900
33360,43854.16667,0.043240821,0.9,900
33420,43854.20833,0.043048856,0.9,900
33480,43854.25,0.5840816,0.5840816,584.0816
33540,43854.29167,0.71538542,0.71538542,715.38542
33600,43854.33333,0.066399159,0.066399159,66.399159
33660,43854.375,0.043115382,0.043115382,43.115382
33720,43854.41667,0.044139671,0.044139671,44.139671
33780,43854.45833,0.041548796,0.041548796,41.548796
33840,43854.5,0.041810743,0.041810743,41.810743
33900,43854.54167,0.05426541,0.05426541,54.26541
33960,43854.58333,0.059426307,0.059426307,59.426307
34020,43854.625,0.141633535,0.141633535,141.633535
34080,43854.66667,0.234931431,0.234931431,234.931431
34140,43854.70833,0.372946761,0.372946761,372.946761
34200,43854.75,1.489114332,0.9,900
34260,43854.79167,1.561679904,0.9,900
34320,43854.83333,1.6627054,0.9,900
34380,43854.875,1.345316567,0.9,900
34440,43854.91667,0.468336629,0.9,900
34500,43854.95833,0.075647267,0.9,900
34560,43855,0.038713535,0.9,900
34620,43855.04167,0.045798224,0.9,900
34680,43855.08333,0.045874217,0.9,900
34740,43855.125,0.04197959,0.9,900
34800,43855.16667,0.040974945,0.9,900
34860,43855.20833,0.044540057,0.9,900
34920,43855.25,0.268637661,0.268637661,268.637661
34980,43855.29167,0.824849075,0.824849075,824.849075
35040,43855.33333,0.35765027,0.35765027,357.65027
35100,43855.375,0.550266142,0.550266142,550.266142
35160,43855.41667,0.193841572,0.193841572,193.841572
35220,43855.45833,1.205325835,1.205325835,1205.325835
35280,43855.5,0.76648838,0.76648838,766.48838
35340,43855.54167,0.131900136,0.131900136,131.900136
35400,43855.58333,3.008256372,3.008256372,3008.256372
35460,43855.625,1.368820703,1.368820703,1368.820703
35520,43855.66667,0.088299831,0.088299831,88.299831
35580,43855.70833,0.079032687,0.079032687,79.032687
35640,43855.75,0.768801389,0.9,900
35700,43855.79167,0.803235357,0.9,900
35760,43855.83333,0.612554345,0.9,900
35820,43855.875,0.187807613,0.9,900
35880,43855.91667,0.128769832,0.9,900
35940,43855.95833,0.066591411,0.9,900
36000,43856,0.045581573,0.9,900
36060,43856.04167,0.043539518,0.9,900
36120,43856.08333,0.042092514,0.9,900
36180,43856.125,0.044429098,0.9,900
